level,stick,belief
J1,0.1,0.0071967556299809485
J1,0.2,0.012205718008347022
J1,0.3,0.025061933867539528
J1,0.4,0.05840725377765921
J1,0.5,0.12879060738130324
J1,0.6,0.25217950109435777
J1,0.7,0.42204653564488315
J1,0.8,0.5964879639050659
J1,0.9,0.7192963032237714
J0,0.1,0.25407712238987856
J0,0.2,0.3179393385154695
J0,0.3,0.3863740283493369
J0,0.4,0.46136259716506445
J0,0.5,0.5339125133363783
J0,0.6,0.6041761926535542
J0,0.7,0.6738302088096265
J0,0.8,0.7421124828532131
J0,0.9,0.7988111568358347
J1,0.1,0.01109825777179358
J1,0.2,0.01804104380448411
J1,0.3,0.03416465278457628
J1,0.4,0.07237654118026443
J1,0.5,0.14666920288928004
J1,0.6,0.2686561660775894
J1,0.7,0.4310831540295249
J1,0.8,0.59772993638771
J1,0.9,0.7172840558571685
