"","iterationName","gameid","rt","agent1stick","agent2stick","button_pressed","response","stimulus_type","stimulus_contestant","chosenStick","responses"
"33","prolificSample1","3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9",3934.14499999199,0.8,0.1,2,NA,"genModel","fourth",NA,NA
"34","prolificSample1","3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9",3853.75999999815,0.8,0.1,9,NA,"genModel","fifth",NA,NA
"35","prolificSample1","1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd",7311.99000007473,0.6,0.4,NA,89,"bias","first",NA,NA
"36","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",31428,0.8,0.4,NA,63,"practice",NA,NA,NA
"37","prolificSample1","1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd",7014.20500001404,0.6,0.4,NA,14,"bias","second",NA,NA
"38","prolificSample1","3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9",8789.929999999,0.8,0.1,NA,100,"bias","first",NA,NA
"39","prolificSample1","3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9",5734.08500000369,0.8,0.1,NA,0,"bias","second",NA,NA
"40","prolificSample1","3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9",1517.26499998767,0.8,0.1,NA,NA,"exit_survey",NA,NA,"{""Q0"":""""}"
"41","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",8502,0.6,0.1,NA,50,"practice",NA,NA,NA
"42","prolificSample1","1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd",10790.8449999522,0.6,0.4,NA,NA,"exit_survey",NA,NA,"{""Q0"":""Interesting experiment!""}"
"43","prolificSample1","5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8",46956.8449999206,0.6,0.2,NA,46,"practice",NA,NA,NA
"44","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",11687.3400000004,0.6,0.4,4,NA,"speakerTrial","first","9in",NA
"45","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",17682.95,0.8,0.1,NA,56,"practice",NA,NA,NA
"46","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",10638.465,0.6,0.4,0,NA,"speakerTrial","second","2in",NA
"47","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",20835,0.6,0.2,NA,59,"practice",NA,NA,NA
"48","prolificSample1","8337-b4634079-fc99-49c7-8da1-823c91e1183c",32969.4850000087,0.8,0.1,NA,56,"practice",NA,NA,NA
"49","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",15183.2800000002,0.6,0.4,2,NA,"speakerTrial","third","8in",NA
"50","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",6742.3549999994,0.6,0.4,0,NA,"speakerTrial","fourth","4in",NA
"51","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",16983,0.6,0.1,4,NA,"speakerTrial","first","9in",NA
"52","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",36022,0.8,0.4,4,NA,"speakerTrial","first","9in",NA
"53","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",6090,0.6,0.1,0,NA,"speakerTrial","second","2in",NA
"54","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",7270,0.6,0.1,2,NA,"speakerTrial","third","8in",NA
"55","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",5966,0.6,0.1,0,NA,"speakerTrial","fourth","4in",NA
"56","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",18935,0.8,0.4,0,NA,"speakerTrial","second","2in",NA
"57","prolificSample1","5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8",24518.9499999397,0.6,0.2,4,NA,"speakerTrial","first","9in",NA
"58","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",27605,0.6,0.2,0,NA,"speakerTrial","first","2in",NA
"59","prolificSample1","2205-f532b5cf-d37c-4268-a164-21db4f95f626",219499.7,0.8,0.4,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""i selected the sticks closer to five (to make it more believable) but still in the range to win""}"
"60","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",19525,0.6,0.1,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""Selecting the smallest / longest sticks""}"
"61","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",19727,0.8,0.4,2,NA,"speakerTrial","third","8in",NA
"62","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",30656.3599999999,0.8,0.1,4,NA,"speakerTrial","first","9in",NA
"63","prolificSample1","9805-27fe81bd-5b98-4beb-80a0-e9a02772f39f",25753.2850000025,0.6,0.4,NA,100,"practice",NA,NA,NA
"64","prolificSample1","5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8",10961.8099997751,0.6,0.2,0,NA,"speakerTrial","second","2in",NA
"65","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",6996.46000000002,0.8,0.1,0,NA,"speakerTrial","second","2in",NA
"66","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",7727,0.8,0.4,0,NA,"speakerTrial","fourth","4in",NA
"67","prolificSample1","9673-0f95cb4d-847e-440f-ba8a-72b691c208ff",11972.0650000381,0.8,0.3,NA,100,"practice",NA,NA,NA
"68","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",15558,0.6,0.2,0,NA,"speakerTrial","second","4in",NA
"69","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",71281.0349999991,0.6,0.4,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""If I want the judge to choose the average higher than 5 inches, then I will choose the longest stick, and viceversa""}"
"70","prolificSample1","5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8",14007.9650003463,0.6,0.2,2,NA,"speakerTrial","third","8in",NA
"71","prolificSample1","2205-f532b5cf-d37c-4268-a164-21db4f95f626",13028.835000001,0.8,0.4,NA,50,"isLong","first",NA,NA
"72","prolificSample1","6929-7bfca797-6ab3-4fed-bb9a-66a6fed4319f",36400.4999999888,0.8,0.4,NA,0,"practice",NA,NA,NA
"73","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",12718,0.6,0.2,2,NA,"speakerTrial","third","9in",NA
"74","prolificSample1","5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8",6737.99000028521,0.6,0.2,0,NA,"speakerTrial","fourth","4in",NA
"75","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",16244.06,0.8,0.1,2,NA,"speakerTrial","third","8in",NA
"76","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",6254.20499999996,0.8,0.1,0,NA,"speakerTrial","fourth","4in",NA
"77","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",8198,0.6,0.2,0,NA,"speakerTrial","fourth","7in",NA
"78","prolificSample1","8337-b4634079-fc99-49c7-8da1-823c91e1183c",13613.4199999506,0.8,0.1,4,NA,"speakerTrial","first","9in",NA
"79","prolificSample1","2205-f532b5cf-d37c-4268-a164-21db4f95f626",19081.3950000011,0.8,0.4,NA,51,"isLong","second",NA,NA
"80","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",17389.6999999997,0.6,0.4,NA,0,"isLong","first",NA,NA
"81","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",21840,0.6,0.1,NA,32,"isLong","first",NA,NA
"82","prolificSample1","8337-b4634079-fc99-49c7-8da1-823c91e1183c",10689.3899999559,0.8,0.1,0,NA,"speakerTrial","second","2in",NA
"83","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",46096,0.8,0.4,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""Picking a stick that is strongly below or above the average""}"
"84","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",23287,0.6,0.2,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""Try to confuse the judge and short sticks first""}"
"85","prolificSample1","9673-0f95cb4d-847e-440f-ba8a-72b691c208ff",17667.0400000294,0.8,0.3,1,NA,"speakerTrial","first","4in",NA
"86","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",9510,0.6,0.1,NA,0,"isLong","second",NA,NA
"87","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",13101.6350000009,0.6,0.4,NA,70,"isLong","second",NA,NA
"88","prolificSample1","8337-b4634079-fc99-49c7-8da1-823c91e1183c",13368.450000009,0.8,0.1,2,NA,"speakerTrial","third","8in",NA
"89","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",30740.99,0.8,0.1,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""I chose the longer or shortest stick that was available.""}"
"90","prolificSample1","9673-0f95cb4d-847e-440f-ba8a-72b691c208ff",9625.1700000139,0.8,0.3,1,NA,"speakerTrial","second","7in",NA
"91","prolificSample1","8337-b4634079-fc99-49c7-8da1-823c91e1183c",8781.75999998348,0.8,0.1,0,NA,"speakerTrial","fourth","4in",NA
"92","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",8785,0.6,0.2,NA,59,"isLong","first",NA,NA
"93","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",10957,0.8,0.4,NA,59,"isLong","first",NA,NA
"94","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",22813,0.6,0.1,NA,NA,"judgeSurvey",NA,NA,"{""Q0"":""Red participant has chosen to show the smallest but blue didnt show a big stick.""}"
"95","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",5867,0.6,0.2,NA,53,"isLong","second",NA,NA
"96","prolificSample1","9805-27fe81bd-5b98-4beb-80a0-e9a02772f39f",13579.2350000011,0.6,0.4,4,NA,"speakerTrial","first","9in",NA
"97","prolificSample1","9673-0f95cb4d-847e-440f-ba8a-72b691c208ff",19914.3350000377,0.8,0.3,1,NA,"speakerTrial","third","8in",NA
"98","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",8985,0.6,0.1,0,NA,"2afc",NA,NA,NA
"99","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",20710.135,0.8,0.1,NA,72,"isLong","first",NA,NA
"100","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",10568,0.8,0.4,NA,65,"isLong","second",NA,NA
"101","prolificSample1","9673-0f95cb4d-847e-440f-ba8a-72b691c208ff",6105.27000000002,0.8,0.3,0,NA,"speakerTrial","fourth","2in",NA
"102","prolificSample1","9805-27fe81bd-5b98-4beb-80a0-e9a02772f39f",7941.65500000236,0.6,0.4,0,NA,"speakerTrial","second","2in",NA
"103","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",7093,0.6,0.1,NA,43,"meanSlider",NA,NA,NA
"104","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",7255,0.6,0.1,1,NA,"genModel","third",NA,NA
"105","prolificSample1","0232-b8e3b43c-702d-486e-9d1f-30dcc1662fc9",26227,0.6,0.1,NA,50,"practice",NA,NA,NA
"106","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",20607,0.6,0.2,NA,NA,"judgeSurvey",NA,NA,"{""Q0"":""I just went with what I did last time""}"
"107","prolificSample1","9805-27fe81bd-5b98-4beb-80a0-e9a02772f39f",12189.9999999987,0.6,0.4,1,NA,"speakerTrial","third","7in",NA
"108","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",11969.965,0.8,0.1,NA,56,"isLong","second",NA,NA
"109","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",5173,0.6,0.1,4,NA,"genModel","fourth",NA,NA
"110","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",22192,0.8,0.4,NA,NA,"judgeSurvey",NA,NA,"{""Q0"":""I applied my previous tactic""}"
"111","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",8668,0.6,0.2,1,NA,"2afc",NA,NA,NA
"112","prolificSample1","6929-7bfca797-6ab3-4fed-bb9a-66a6fed4319f",38595.9649999859,0.8,0.4,2,NA,"speakerTrial","first","7in",NA
"113","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",4387,0.6,0.1,2,NA,"genModel","fifth",NA,NA
"114","prolificSample1","9805-27fe81bd-5b98-4beb-80a0-e9a02772f39f",10699.2150000005,0.6,0.4,0,NA,"speakerTrial","fourth","4in",NA
"115","prolificSample1","8337-b4634079-fc99-49c7-8da1-823c91e1183c",49923.4649999999,0.8,0.1,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""Going from bottom numbers first to get them to lean on my direction.""}"
"116","prolificSample1","4695-141501ae-46aa-492b-b35f-97e1f2ff3101",4188.43999999808,0.8,0.2,NA,50,"practice",NA,NA,NA
"117","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",7002,0.8,0.4,1,NA,"2afc",NA,NA,NA
"118","prolificSample1","9673-0f95cb4d-847e-440f-ba8a-72b691c208ff",29158.5100000375,0.8,0.3,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""Pick the opposite that is close, then a corresponding stick that is vastly far away from median""}"
"119","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",9206,0.6,0.2,NA,60,"meanSlider",NA,NA,NA
"120","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",12575,0.6,0.1,NA,50,"bias","first",NA,NA
"121","prolificSample1","6024-439eed9d-a8de-41a3-8408-84f66134fe7f",11811,0.8,0.4,NA,50,"practice",NA,NA,NA
"122","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",23151.545,0.8,0.1,NA,NA,"judgeSurvey",NA,NA,"{""Q0"":""Stick presented by the blue one was quite long.""}"
"123","prolificSample1","6929-7bfca797-6ab3-4fed-bb9a-66a6fed4319f",17347.2600000096,0.8,0.4,1,NA,"speakerTrial","second","4in",NA
"124","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",5537,0.6,0.1,NA,0,"bias","second",NA,NA
"125","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",11382,0.8,0.4,NA,67,"meanSlider",NA,NA,NA
"126","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",9087,0.6,0.2,6,NA,"genModel","third",NA,NA
"127","prolificSample1","4280-d79753a0-16f3-418e-8f01-d047b8a1b8c6",14670.0050000218,0.6,0.1,NA,50,"practice",NA,NA,NA
"128","prolificSample1","5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8",111395.729999989,0.6,0.2,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""When I was the blue person I selected the longer sticks to convince the judge that the average is longer than 6m. I did the opposite with the red person""}"
"129","prolificSample1","9338-f1a64879-527d-4487-a6d7-f59855cde1a4",2862,0.6,0.1,NA,NA,"exit_survey",NA,NA,"{""Q0"":""""}"
"130","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",4846,0.6,0.2,7,NA,"genModel","fourth",NA,NA
"131","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",9865.86000000004,0.8,0.1,1,NA,"2afc",NA,NA,NA
"132","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",7732,0.8,0.4,4,NA,"genModel","third",NA,NA
"133","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",3671,0.8,0.4,6,NA,"genModel","fourth",NA,NA
"134","prolificSample1","8337-b4634079-fc99-49c7-8da1-823c91e1183c",20205.7050000294,0.8,0.1,NA,62,"isLong","first",NA,NA
"135","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",8502,0.6,0.2,8,NA,"genModel","fifth",NA,NA
"136","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",5851,0.8,0.4,5,NA,"genModel","fifth",NA,NA
"137","prolificSample1","9805-27fe81bd-5b98-4beb-80a0-e9a02772f39f",34815.0700000006,0.6,0.4,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""i guess it was to show extremes of the sizes of sticks i had, show the smallest on or the tallest one""}"
"138","prolificSample1","6929-7bfca797-6ab3-4fed-bb9a-66a6fed4319f",20069.4950000034,0.8,0.4,2,NA,"speakerTrial","third","9in",NA
"139","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",9910.27499999997,0.8,0.1,NA,67,"meanSlider",NA,NA,NA
"140","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",7574,0.6,0.2,NA,64,"bias","first",NA,NA
"141","prolificSample1","8337-b4634079-fc99-49c7-8da1-823c91e1183c",6352.70000004675,0.8,0.1,NA,26,"isLong","second",NA,NA
"142","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",4296.57999999996,0.8,0.1,5,NA,"genModel","third",NA,NA
"143","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",3981.00999999995,0.8,0.1,6,NA,"genModel","fourth",NA,NA
"144","prolificSample1","6929-7bfca797-6ab3-4fed-bb9a-66a6fed4319f",9324.1749999579,0.8,0.4,0,NA,"speakerTrial","fourth","2in",NA
"145","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",6102,0.6,0.2,NA,37,"bias","second",NA,NA
"146","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",3835.35500000004,0.8,0.1,7,NA,"genModel","fifth",NA,NA
"147","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",13711,0.8,0.4,NA,93,"bias","first",NA,NA
"148","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",106638.05,0.6,0.4,NA,NA,"judgeSurvey",NA,NA,"{""Q0"":""I think they chose something very close to what they wanted me to think. Meaning, red wanted me to think the average is 4 inches, and blue wanted me to think the average is 6 inches.""}"
"149","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",5710,0.8,0.4,NA,8,"bias","second",NA,NA
"150","prolificSample1","3785-d1008de4-e3ae-4942-b712-b90c9c318f4c",8974,0.6,0.2,NA,NA,"exit_survey",NA,NA,"{""Q0"":""no kind of confusing""}"
"151","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",6377.69500000001,0.8,0.1,NA,100,"bias","first",NA,NA
"152","prolificSample1","0538-88a5c445-4186-4139-b7fe-e2a97b04b954",2666,0.8,0.4,NA,NA,"exit_survey",NA,NA,"{""Q0"":""""}"
"153","prolificSample1","9805-27fe81bd-5b98-4beb-80a0-e9a02772f39f",13057.6899999978,0.6,0.4,NA,100,"isLong","first",NA,NA
"154","prolificSample1","6024-439eed9d-a8de-41a3-8408-84f66134fe7f",11422,0.8,0.4,4,NA,"speakerTrial","first","9in",NA
"155","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",6220.38999999996,0.8,0.1,NA,14,"bias","second",NA,NA
"156","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",14129.4200000011,0.6,0.4,1,NA,"2afc",NA,NA,NA
"157","prolificSample1","3839-7acc4f57-a425-43b5-be12-03d75f4210af",28664,0.6,0.4,NA,50,"practice",NA,NA,NA
"158","prolificSample1","6024-439eed9d-a8de-41a3-8408-84f66134fe7f",7127,0.8,0.4,0,NA,"speakerTrial","second","2in",NA
"159","prolificSample1","5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8",36872.704999987,0.6,0.2,NA,54,"isLong","first",NA,NA
"160","prolificSample1","8337-b4634079-fc99-49c7-8da1-823c91e1183c",30047.7299999911,0.8,0.1,NA,NA,"judgeSurvey",NA,NA,"{""Q0"":""if the range is 1-9 then 8 against 1 is an easy decision to go lower""}"
"161","prolificSample1","8525-b5691d69-bc49-42ff-8bbb-36eba123040f",10990.25,0.8,0.1,NA,NA,"exit_survey",NA,NA,"{""Q0"":""Everything was good.""}"
"162","prolificSample1","9805-27fe81bd-5b98-4beb-80a0-e9a02772f39f",10677.5549999984,0.6,0.4,NA,100,"isLong","second",NA,NA
"163","prolificSample1","6024-439eed9d-a8de-41a3-8408-84f66134fe7f",7484,0.8,0.4,2,NA,"speakerTrial","third","8in",NA
"164","prolificSample1","4280-d79753a0-16f3-418e-8f01-d047b8a1b8c6",14641.180000006,0.6,0.1,4,NA,"speakerTrial","first","9in",NA
"165","prolificSample1","5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8",5679.9699999392,0.6,0.2,NA,36,"isLong","second",NA,NA
"166","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",11839.4499999995,0.6,0.4,NA,58,"meanSlider",NA,NA,NA
"167","prolificSample1","6024-439eed9d-a8de-41a3-8408-84f66134fe7f",6175,0.8,0.4,0,NA,"speakerTrial","fourth","4in",NA
"168","prolificSample1","9673-0f95cb4d-847e-440f-ba8a-72b691c208ff",19739.2749999999,0.8,0.3,NA,61,"isLong","first",NA,NA
"169","prolificSample1","4280-d79753a0-16f3-418e-8f01-d047b8a1b8c6",8108.97000000114,0.6,0.1,0,NA,"speakerTrial","second","2in",NA
"170","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",10230.5950000009,0.6,0.4,4,NA,"genModel","third",NA,NA
"171","prolificSample1","1165-e7e424ed-c0ff-4fdc-99ee-43ea06c029dc",20519.5400000084,0.6,0.3,NA,79,"practice",NA,NA,NA
"172","prolificSample1","6835-66336aef-4197-4b85-a3f1-fc1d016b090f",13477.9750000453,0.6,0.2,NA,50,"practice",NA,NA,NA
"173","prolificSample1","6024-439eed9d-a8de-41a3-8408-84f66134fe7f",20033,0.8,0.4,NA,NA,"speakerSurvey",NA,NA,"{""Q0"":""selecting either the longest available or the shortest available, depending on which colour speaker I was""}"
"174","prolificSample1","2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f",11430.8199999996,0.6,0.4,5,NA,"genModel","fourth",NA,NA
"175","prolificSample1","4280-d79753a0-16f3-418e-8f01-d047b8a1b8c6",17333.0399999977,0.6,0.1,2,NA,"speakerTrial","third","8in",NA
