iterationName,context_id,gameid,time,trialNum,repNum,targetImg,msg,timeFromRoundStart,rt,agent1stick,agent2stick,quizAttempts,button_pressed,response,stimulus_type,stimulus_contestant,trial-index,chosenStick,responses
prolificSample1,,2205-f532b5cf-d37c-4268-a164-21db4f95f626,,,,,,,6370.139999999083,0.4,0.8,,1,,speakerTrial,second,,4in,
prolificSample1,,6809-5475fae6-cbd9-4ea2-b009-774740cfbf69,,,,,,,9680.185000004712,0.3,0.8,,0,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,27649.21000006143,0.4,0.6,,,,speakerSurvey,,,,"{""Q0"":""Pick the largest/smallest first to set the precedent then reinforce it with the next largest/smallest selected next.""}"
prolificSample1,,6809-5475fae6-cbd9-4ea2-b009-774740cfbf69,,,,,,,4037.7750000043306,0.3,0.8,,0,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,5822.100000004866,0.1,0.8,,0,,speakerTrial,fourth,,4in,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,3787.7100000623614,0.4,0.6,,0,,,,,,
prolificSample1,,0538-88a5c445-4186-4139-b7fe-e2a97b04b954,,,,,,,17910,0.4,0.8,,0,,,,,,
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,17315.41500000003,0.4,0.6,,0,,,,,,
prolificSample1,,2205-f532b5cf-d37c-4268-a164-21db4f95f626,,,,,,,11999.644999999873,0.4,0.8,,1,,speakerTrial,third,,8in,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,,0.4,0.6,,,,,,,,
prolificSample1,,0538-88a5c445-4186-4139-b7fe-e2a97b04b954,,,,,,,5440,0.4,0.8,,0,,,,,,
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,5797.015000000101,0.4,0.6,,0,,,,,,
prolificSample1,,6809-5475fae6-cbd9-4ea2-b009-774740cfbf69,,,,,,,10672.365000005811,0.3,0.8,,0,,,,,,
prolificSample1,,2205-f532b5cf-d37c-4268-a164-21db4f95f626,,,,,,,6980.5449999985285,0.4,0.8,,0,,speakerTrial,fourth,,2in,
prolificSample1,,5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8,,,,,,,1366.2450001575053,0.2,0.6,,,,,,,,
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,6950.185000000602,0.4,0.6,,0,,,,,,
prolificSample1,,5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8,,,,,,,3237.5200004316866,0.2,0.6,,0,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,17448.709999996936,0.1,0.8,,,,speakerSurvey,,,,"{""Q0"":""showing the values that match the required averages""}"
prolificSample1,,6809-5475fae6-cbd9-4ea2-b009-774740cfbf69,,,,,,,10315.36499998765,0.3,0.8,,0,,,,,,
prolificSample1,,8337-b4634079-fc99-49c7-8da1-823c91e1183c,,,,,,,17712.159999995492,0.1,0.8,,,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,4047.000000005937,0.1,0.8,,0,,,,,,
prolificSample1,,7325-cb2c5559-9e82-48aa-af6e-afaec7ebca7c,,,,,,,8603.29999998794,0.2,0.8,,,,,,,,
prolificSample1,,5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8,,,,,,,5056.950000114739,0.2,0.6,,0,,,,,,
prolificSample1,,0538-88a5c445-4186-4139-b7fe-e2a97b04b954,,,,,,,13789,0.4,0.8,,0,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,15998.814999940805,0.4,0.6,,,42,isLong,first,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,,0.1,0.8,,,,,,,,
prolificSample1,,6809-5475fae6-cbd9-4ea2-b009-774740cfbf69,,,,,,,6881.709999986924,0.3,0.8,,0,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,,0.4,0.6,,,,,,,,
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,14327.47500000005,0.4,0.6,,0,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,6539.514999996754,0.1,0.8,,,100,isLong,first,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,6380.3850000258535,0.4,0.6,,,33,isLong,second,,,
prolificSample1,,6809-5475fae6-cbd9-4ea2-b009-774740cfbf69,,,,,,,8959.559999988414,0.3,0.8,,0,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,,0.1,0.8,,,,,,,,
prolificSample1,,5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8,,,,,,,16531.890000216663,0.2,0.6,,0,,,,,,
prolificSample1,,9134-011d5b13-8de2-4a17-be9d-ad9aa53a6c60,,,,,,,4210.015000000567,0.4,0.6,,,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,6547.500000000582,0.1,0.8,,,11,isLong,second,,,
prolificSample1,,9134-011d5b13-8de2-4a17-be9d-ad9aa53a6c60,,,,,,,2134.1649999994843,0.4,0.6,,0,,,,,,
prolificSample1,,0538-88a5c445-4186-4139-b7fe-e2a97b04b954,,,,,,,22029,0.4,0.8,,0,,,,,,
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,16847.444999999418,0.4,0.6,,0,,,,,,
prolificSample1,,6809-5475fae6-cbd9-4ea2-b009-774740cfbf69,,,,,,,12849.820000003092,0.3,0.8,,,50,practice,,,,
prolificSample1,,6809-5475fae6-cbd9-4ea2-b009-774740cfbf69,,,,,,,2541.2950000027195,0.3,0.8,,0,,,,,,
prolificSample1,,9134-011d5b13-8de2-4a17-be9d-ad9aa53a6c60,,,,,,,7815.445000000182,0.4,0.6,,0,,,,,,
prolificSample1,,9338-f1a64879-527d-4487-a6d7-f59855cde1a4,,,,,,,2989,0.1,0.6,,,,,,,,
prolificSample1,,6929-7bfca797-6ab3-4fed-bb9a-66a6fed4319f,,,,,,,5015.679999953136,0.4,0.8,,,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,18773.769999970682,0.4,0.6,,,,judgeSurvey,,,,"{""Q0"":""It appears that 6in is the largest the blue has as it is the first offered hence it appears that the average will be small.""}"
prolificSample1,,9338-f1a64879-527d-4487-a6d7-f59855cde1a4,,,,,,,1957,0.1,0.6,,0,,,,,,
prolificSample1,,0538-88a5c445-4186-4139-b7fe-e2a97b04b954,,,,,,,10300,0.4,0.8,,0,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,13209.969999996247,0.1,0.8,,,,judgeSurvey,,,,"{""Q0"":""rough guess at avcerages""}"
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,10815.1799999996,0.4,0.6,,0,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,6353.3100000349805,0.4,0.6,,0,,2afc,,,,
prolificSample1,,9338-f1a64879-527d-4487-a6d7-f59855cde1a4,,,,,,,5889,0.1,0.6,,0,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,1495.7500000018626,0.4,0.6,,0,,,,,,
prolificSample1,,9134-011d5b13-8de2-4a17-be9d-ad9aa53a6c60,,,,,,,9802.340000002005,0.4,0.6,,0,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,6168.395000000601,0.1,0.8,,1,,2afc,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,1774.5800000120653,0.1,0.8,,0,,,,,,
prolificSample1,,9338-f1a64879-527d-4487-a6d7-f59855cde1a4,,,,,,,5509,0.1,0.6,,0,,,,,,
prolificSample1,,0538-88a5c445-4186-4139-b7fe-e2a97b04b954,,,,,,,12506,0.4,0.8,,0,,,,,,
prolificSample1,,8337-b4634079-fc99-49c7-8da1-823c91e1183c,,,,,,,48327.51999999164,0.1,0.8,,0,,,,,,
prolificSample1,,5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8,,,,,,,30397.18999993056,0.2,0.6,,0,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,9380.245000007562,0.4,0.6,,,35,meanSlider,,,,
prolificSample1,,7325-cb2c5559-9e82-48aa-af6e-afaec7ebca7c,,,,,,,48882.11500001489,0.2,0.8,,0,,,,,,
prolificSample1,,8337-b4634079-fc99-49c7-8da1-823c91e1183c,,,,,,,5049.184999952558,0.1,0.8,,0,,,,,,
prolificSample1,,6809-5475fae6-cbd9-4ea2-b009-774740cfbf69,,,,,,,23565.329999983078,0.3,0.8,,,,,,,,"{""Q0"":""The contestants"",""Q1"":""A contestant chooses a stick to show you"",""Q2"":""2"",""Q3"":""Tallest"",""Q4"":""True""}"
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,5823.990000062622,0.4,0.6,,4,,genModel,third,,,
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,18102.63499999928,0.4,0.6,,,50,practice,,,,
prolificSample1,,9338-f1a64879-527d-4487-a6d7-f59855cde1a4,,,,,,,10385,0.1,0.6,,0,,,,,,
prolificSample1,,8525-b5691d69-bc49-42ff-8bbb-36eba123040f,,,,,,,4598.86999999999,0.1,0.8,,,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,14046.16499999247,0.1,0.8,,,60,meanSlider,,,,
prolificSample1,,9134-011d5b13-8de2-4a17-be9d-ad9aa53a6c60,,,,,,,16766.639999998006,0.4,0.6,,0,,,,,,
prolificSample1,,7325-cb2c5559-9e82-48aa-af6e-afaec7ebca7c,,,,,,,7405.100000003586,0.2,0.8,,0,,,,,,
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,3718.0199999993347,0.4,0.6,,0,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,5581.529999966733,0.4,0.6,,3,,genModel,fourth,,,
prolificSample1,,3785-d1008de4-e3ae-4942-b712-b90c9c318f4c,,,,,,,5523,0.2,0.6,,,,,,,,
prolificSample1,,8337-b4634079-fc99-49c7-8da1-823c91e1183c,,,,,,,8958.234999969136,0.1,0.8,,0,,,,,,
prolificSample1,,5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8,,,,,,,14146.925000008196,0.2,0.6,,0,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,6277.770000000601,0.1,0.8,,6,,genModel,third,,,
prolificSample1,,8525-b5691d69-bc49-42ff-8bbb-36eba123040f,,,,,,,7126.790000000001,0.1,0.8,,0,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,3648.384999949485,0.4,0.6,,3,,genModel,fifth,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,3934.144999991986,0.1,0.8,,2,,genModel,fourth,,,
prolificSample1,,7325-cb2c5559-9e82-48aa-af6e-afaec7ebca7c,,,,,,,10958.899999997811,0.2,0.8,,0,,,,,,
prolificSample1,,8525-b5691d69-bc49-42ff-8bbb-36eba123040f,,,,,,,5983.53999999999,0.1,0.8,,0,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,3853.7599999981467,0.1,0.8,,9,,genModel,fifth,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,7311.990000074729,0.4,0.6,,,89,bias,first,,,
prolificSample1,,9338-f1a64879-527d-4487-a6d7-f59855cde1a4,,,,,,,17590,0.1,0.6,,0,,,,,,
prolificSample1,,9134-011d5b13-8de2-4a17-be9d-ad9aa53a6c60,,,,,,,19168.479999996634,0.4,0.6,,0,,,,,,
prolificSample1,,0538-88a5c445-4186-4139-b7fe-e2a97b04b954,,,,,,,31428,0.4,0.8,,,63,practice,,,,
prolificSample1,,5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8,,,,,,,16088.07499986142,0.2,0.6,,0,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,7014.205000014044,0.4,0.6,,,14,bias,second,,,
prolificSample1,,8525-b5691d69-bc49-42ff-8bbb-36eba123040f,,,,,,,10101.790000000008,0.1,0.8,,0,,,,,,
prolificSample1,,3785-d1008de4-e3ae-4942-b712-b90c9c318f4c,,,,,,,18458,0.2,0.6,,0,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,8789.929999999003,0.1,0.8,,,100,bias,first,,,
prolificSample1,,9338-f1a64879-527d-4487-a6d7-f59855cde1a4,,,,,,,6608,0.1,0.6,,0,,,,,,
prolificSample1,,8071-85fc0317-7922-46bb-bebb-2406af4847c2,,,,,,,16829.31999998982,0.2,0.8,,,,,,,,
prolificSample1,,6809-5475fae6-cbd9-4ea2-b009-774740cfbf69,,,,,,,26529.999999998836,0.3,0.8,,,,,,,,"{""Q0"":""Nobody"",""Q1"":""A contestant chooses a stick to show you"",""Q2"":""2"",""Q3"":""Shortest"",""Q4"":""True""}"
prolificSample1,,0538-88a5c445-4186-4139-b7fe-e2a97b04b954,,,,,,,4560,0.4,0.8,,0,,,,,,
prolificSample1,,3785-d1008de4-e3ae-4942-b712-b90c9c318f4c,,,,,,,3973,0.2,0.6,,0,,,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,5734.085000003688,0.1,0.8,,,0,bias,second,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,1517.264999987674,0.1,0.8,,,,exit_survey,,,,"{""Q0"":""""}"
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,29528.075000000157,0.4,0.6,,,,,,,,"{""Q0"":""The contestants"",""Q1"":""A contestant chooses a stick to show you"",""Q2"":""2"",""Q3"":""Average"",""Q4"":""True""}"
prolificSample1,,9338-f1a64879-527d-4487-a6d7-f59855cde1a4,,,,,,,8502,0.1,0.6,,,50,practice,,,,
prolificSample1,,3830-a7f138a1-53ff-4d39-a048-7b2fce3902b9,,,,,,,2530.225000009523,0.1,0.8,,,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,10790.844999952242,0.4,0.6,,,,exit_survey,,,,"{""Q0"":""Interesting experiment!""}"
prolificSample1,,3785-d1008de4-e3ae-4942-b712-b90c9c318f4c,,,,,,,6710,0.2,0.6,,0,,,,,,
prolificSample1,,7325-cb2c5559-9e82-48aa-af6e-afaec7ebca7c,,,,,,,23713.01500001573,0.2,0.8,,0,,,,,,
prolificSample1,,1345-b518e456-fd7c-40cb-b915-b7b9c522cdfd,,,,,,,2570.575000019744,0.4,0.6,,,,,,,,
prolificSample1,,9338-f1a64879-527d-4487-a6d7-f59855cde1a4,,,,,,,4439,0.1,0.6,,0,,,,,,
prolificSample1,,6929-7bfca797-6ab3-4fed-bb9a-66a6fed4319f,,,,,,,62757.04500003485,0.4,0.8,,0,,,,,,
prolificSample1,,8337-b4634079-fc99-49c7-8da1-823c91e1183c,,,,,,,35511.37500000186,0.1,0.8,,0,,,,,,
prolificSample1,,8071-85fc0317-7922-46bb-bebb-2406af4847c2,,,,,,,18802.47500000405,0.2,0.8,,0,,,,,,
prolificSample1,,9134-011d5b13-8de2-4a17-be9d-ad9aa53a6c60,,,,,,,23960.865000000922,0.4,0.6,,0,,,,,,
prolificSample1,,8525-b5691d69-bc49-42ff-8bbb-36eba123040f,,,,,,,22780.899999999998,0.1,0.8,,0,,,,,,
prolificSample1,,6929-7bfca797-6ab3-4fed-bb9a-66a6fed4319f,,,,,,,8060.085000004619,0.4,0.8,,0,,,,,,
prolificSample1,,8071-85fc0317-7922-46bb-bebb-2406af4847c2,,,,,,,5805.525000003399,0.2,0.8,,0,,,,,,
prolificSample1,,3785-d1008de4-e3ae-4942-b712-b90c9c318f4c,,,,,,,15670,0.2,0.6,,0,,,,,,
prolificSample1,,8525-b5691d69-bc49-42ff-8bbb-36eba123040f,,,,,,,6389.205000000002,0.1,0.8,,0,,,,,,
prolificSample1,,8337-b4634079-fc99-49c7-8da1-823c91e1183c,,,,,,,13879.58999996772,0.1,0.8,,0,,,,,,
prolificSample1,,8071-85fc0317-7922-46bb-bebb-2406af4847c2,,,,,,,5190.16999998712,0.2,0.8,,0,,,,,,
prolificSample1,,7325-cb2c5559-9e82-48aa-af6e-afaec7ebca7c,,,,,,,18776.110000006156,0.2,0.8,,0,,,,,,
prolificSample1,,7204-e95e712e-870a-4ca7-825b-480337e054cd,,,,,,,15586.215000017546,0.3,0.6,,,,,,,,
prolificSample1,,6929-7bfca797-6ab3-4fed-bb9a-66a6fed4319f,,,,,,,11965.60000005411,0.4,0.8,,0,,,,,,
prolificSample1,,8525-b5691d69-bc49-42ff-8bbb-36eba123040f,,,,,,,8639.319999999992,0.1,0.8,,0,,,,,,
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,28695.689999999566,0.4,0.6,,0,,,,,,
prolificSample1,,3785-d1008de4-e3ae-4942-b712-b90c9c318f4c,,,,,,,13734,0.2,0.6,,0,,,,,,
prolificSample1,,8071-85fc0317-7922-46bb-bebb-2406af4847c2,,,,,,,9358.185000019148,0.2,0.8,,0,,,,,,
prolificSample1,,0538-88a5c445-4186-4139-b7fe-e2a97b04b954,,,,,,,38918,0.4,0.8,,,,,,,,"{""Q0"":""The contestants"",""Q1"":""A contestant chooses a stick to show you"",""Q2"":""2"",""Q3"":""Average"",""Q4"":""True""}"
prolificSample1,,8337-b4634079-fc99-49c7-8da1-823c91e1183c,,,,,,,10680.264999973588,0.1,0.8,,0,,,,,,
prolificSample1,,9805-27fe81bd-5b98-4beb-80a0-e9a02772f39f,,,,,,,8225.149999998393,0.4,0.6,,,,,,,,
prolificSample1,,9673-0f95cb4d-847e-440f-ba8a-72b691c208ff,,,,,,,16804.830000037327,0.3,0.8,,,,,,,,
prolificSample1,,5754-d321492a-0fbd-4a4e-9bd6-0e545c3096c8,,,,,,,46956.84499992058,0.2,0.6,,,46,practice,,,,
prolificSample1,,2318-19a7fbfd-7dbc-4caa-9acd-44ca52a3a21f,,,,,,,11687.340000000404,0.4,0.6,,4,,speakerTrial,first,,9in,
