level,stick,belief
J2,0.9,0.889418005432867
J2,1,1
J0,0,0.2447237210573059
J0,0.1,0.29526671675431926
J0,0.2,0.3499760945290592
J0,0.3,0.40775903285294607
J0,0.4,0.46813742230722116
J0,0.5,0.5285158117614943
J0,0.6,0.5867768595041342
J0,0.7,0.6446280991735567
J0,0.8,0.7023427361519037
J0,0.9,0.7528174305033826
J0,1,0.7990574414315992
J1,0,0.006218027778236431
J1,0.1,0.00932716699115203
J1,0.2,0.016165847386584383
J1,0.3,0.031108148509252025
J1,0.4,0.0627060998549747
J1,0.5,0.12238628693675017
J1,0.6,0.21860522798515622
J1,0.7,0.3520758573023758
J1,0.8,0.5028257145382814
J1,0.9,0.6262650906073687
J1,1,0.7231544368135658
J2,0,4.102237948558821e-8
J2,0.1,0.000006459201505339478
J2,0.2,0.0001862679780220359
J2,0.3,0.002690111783505285
J2,0.4,0.027437023065480095
J2,0.5,0.17546622506488319
J2,0.6,0.4214656249359985
J2,0.7,0.615922660529756
J2,0.8,0.7653175764191014
J2,0.9,0.8897475317693602
J2,1,1
J0,0,0.2133734034560471
J0,0.1,0.26821938392186245
J0,0.2,0.32982719759579127
J0,0.3,0.39444027047332686
J0,0.4,0.46431254695717344
J0,0.5,0.5311795642374145
J0,0.6,0.5935386927122452
J0,0.7,0.6581517655897806
J0,0.8,0.7280240420736277
J0,0.9,0.7836213373403441
J0,1,0.8332081141998475
J1,0,0.0076748001499639005
J1,0.1,0.011356796598056013
J1,0.2,0.019138705172264858
J1,0.3,0.03554477765152093
J1,0.4,0.0690607068739847
J1,0.5,0.13032773703083939
J1,0.6,0.2264806460881702
J1,0.7,0.357654638995687
J1,0.8,0.5050685813022283
J1,0.9,0.626275282637808
J1,1,0.7221612901285712
J2,0,0.00009167745221930254
J2,0.1,0.0012500323806932123
J2,0.2,0.007519627816726465
J2,0.3,0.030739136532973447
J2,0.4,0.09910022368734898
J2,0.5,0.2460012489465702
J2,0.6,0.43533449062509655
J2,0.7,0.609871519960336
J2,0.8,0.7579930239814534
J2,0.9,0.8859352174775337
J2,1,1
J0,0,0.2447237210573059
J0,0.1,0.29526671675431926
J0,0.2,0.3499760945290592
J0,0.3,0.40775903285294607
J0,0.4,0.46813742230722116
J0,0.5,0.5285158117614943
J0,0.6,0.5867768595041342
J0,0.7,0.6446280991735567
J0,0.8,0.7023427361519037
J0,0.9,0.7528174305033826
J0,1,0.7990574414315992
J1,0,0.04353102554605584
J1,0.1,0.10224496785760444
J1,0.2,0.17194954186865538
J1,0.3,0.25077871166261956
J1,0.4,0.33762173530374917
J1,0.5,0.43174662689257287
J1,0.6,0.5326560788741368
J1,0.7,0.6400238775546152
J1,0.8,0.753672142622387
J1,0.9,0.8735851012750829
J1,1,1
J2,0,0.013742859362908564
J2,0.1,0.027903876619036243
J2,0.2,0.061316180541911444
J2,0.3,0.11414497116391709
J2,0.4,0.17762326410600587
J2,0.5,0.219001030854092
J2,0.6,0.26315003653894536
J2,0.7,0.35766353903978954
J2,0.8,0.5358564447527595
J2,0.9,0.6832966216664376
J2,1,0.7869198223367905
J0,0,0.17355371900826433
J0,0.1,0.23140495867768557
J0,0.2,0.2975206611570244
J0,0.3,0.37190082644628053
J0,0.4,0.4545454545454539
J0,0.5,0.5454545454545446
J0,0.6,0.619834710743801
J0,0.7,0.6942148760330572
J0,0.8,0.7685950413223135
J0,0.9,0.826446280991735
J0,1,0.8760330578512389
J1,0,0.009199065036035745
J1,0.1,0.014885755446558874
J1,0.2,0.02722519163511399
J1,0.3,0.05157409483744062
J1,0.4,0.10013203471906287
J1,0.5,0.17735455421674212
J1,0.6,0.2805947109230393
J1,0.7,0.4121220612651382
J1,0.8,0.5629549185545594
J1,0.9,0.6743235676911541
J1,1,0.763724352858
J2,0,0.11398487890994942
J2,0.1,0.16729303485686584
J2,0.2,0.2533941269567751
J2,0.3,0.34868538346089534
J2,0.4,0.43360114768563185
J2,0.5,0.4969647279860681
J2,0.6,0.5432485694740089
J2,0.7,0.5862710996987879
J2,0.8,0.6409781760737696
J2,0.9,0.696142717720825
J2,1,0.7505913427014579
J0,0,0.2447237210573059
J0,0.1,0.29526671675431926
J0,0.2,0.3499760945290592
J0,0.3,0.40775903285294607
J0,0.4,0.46813742230722116
J0,0.5,0.5285158117614943
J0,0.6,0.5867768595041342
J0,0.7,0.6446280991735567
J0,0.8,0.7023427361519037
J0,0.9,0.7528174305033826
J0,1,0.7990574414315992
J1,0,0.16460697208833108
J1,0.1,0.2204807419735455
J1,0.2,0.28484691669832074
J1,0.3,0.3578759299146458
J1,0.4,0.43975374700676534
J1,0.5,0.5306868481180693
J1,0.6,0.6055611205304162
J1,0.7,0.6808848571922501
J1,0.8,0.7567454442002862
J1,0.9,0.8163085267976053
J1,1,0.8678325569971972
J2,0,0.0008072458539374561
J2,0.1,0.0034864383274396424
J2,0.2,0.01815959424259572
J2,0.3,0.06581603328752911
J2,0.4,0.14558720092290256
J2,0.5,0.22199411643234943
J2,0.6,0.30518513797675906
J2,0.7,0.4482618064520453
J2,0.8,0.6325980534527026
J2,0.9,0.7554617566658821
J2,1,0.8398693965943526
